id,feature_num_1,feature_num_2_zeros,feature_num_3_nans,target
-1.5666989036012806,-1.2698942464069947,-0.4974371948107481,-1.3416407864998736,0
-1.2185435916898848,-0.031560968377768735,-0.4974371948107481,,0
-0.8703882797784892,-0.9558402551248566,-0.4974371948107481,,0
-0.5222329678670935,-0.20734990758022484,-0.4974371948107481,,0
-0.17407765595569785,-0.7242054589195773,-0.4974371948107481,-0.44721359549995776,0
0.17407765595569785,0.26014653123237497,-0.4974371948107481,,1
0.5222329678670935,0.33499276626991237,-0.4974371948107481,0.44721359549995776,1
0.8703882797784892,2.1443523631437515,-0.4974371948107481,,1
1.2185435916898848,1.2312006063137226,1.7636409634199248,,1
1.5666989036012806,-0.7818414305503395,2.2158565950660596,1.3416407864998738,1
